order_id,order_date,city,dark_store,category,time_slot,order_type,items,rating,tip,order_value,delivery_min,courier_id
ORD-65901,2024-12-13,Delhi,DS-04,Frozen,Afternoon,Standard,1,3,20,437,17,CR-128
ORD-65902,2024-03-23,Hyderabad,DS-06,Personal Care,Evening,Express,2,3,0,315,19,CR-123
ORD-65903,2024-10-24,Pune,DS-02,Household,Night,Standard,2,5,20,269,21,CR-42
ORD-65904,2024-03-11,Pune,DS-03,Personal Care,Morning,Standard,6,5,0,453,18,CR-101
ORD-65905,2024-03-02,Bengaluru,DS-06,Household,Night,Express,2,5,20,339,26,CR-183
ORD-65906,2024-05-23,Mumbai,DS-03,Frozen,Afternoon,Express,6,3,20,528,8,CR-187
ORD-65907,2024-06-02,Pune,DS-04,Frozen,Evening,Standard,3,5,20,368,23,CR-83
ORD-65908,2024-04-05,Delhi,DS-01,Household,Evening,Express,3,4,10,597,12,CR-203
ORD-65909,2024-04-19,Bengaluru,DS-04,Dairy,Evening,Standard,4,4,30,263,23,CR-143
ORD-65910,2024-09-16,Hyderabad,DS-04,Frozen,Evening,Standard,6,3,30,195,22,CR-207
ORD-65911,2024-05-07,Pune,DS-08,Dairy,Afternoon,Express,5,3,10,424,21,CR-212
ORD-65912,2024-05-09,Chennai,DS-07,Beverages,Night,Standard,6,1,30,426,45,CR-159
ORD-65913,2024-09-12,Mumbai,DS-01,Dairy,Afternoon,Express,5,4,30,365,10,CR-113
ORD-65914,2024-11-20,Pune,DS-06,Dairy,Evening,Standard,5,3,30,495,21,CR-175
ORD-65915,2024-09-08,Pune,DS-03,Beverages,Morning,Standard,1,4,0,556,9,CR-181
ORD-65916,2024-11-16,Chennai,DS-05,Snacks,Morning,Express,2,3,0,254,9,CR-162
ORD-65917,2024-10-06,Chennai,DS-02,Beverages,Night,Standard,2,1,20,509,36,CR-39
ORD-65918,2024-12-01,Mumbai,DS-03,Grocery,Night,Standard,2,3,30,616,19,CR-72
ORD-65919,2024-04-04,Pune,DS-06,Beverages,Evening,Standard,5,3,10,347,17,CR-47
ORD-65920,2024-08-08,Delhi,DS-06,Snacks,Morning,Express,2,3,20,258,20,CR-59
ORD-65921,2024-04-16,Hyderabad,DS-01,Personal Care,Afternoon,Standard,4,4,10,373,21,CR-102
ORD-65922,2024-02-27,Delhi,DS-04,Grocery,Evening,Standard,4,5,30,95,21,CR-185
ORD-65923,2024-02-03,Hyderabad,DS-06,Personal Care,Night,Standard,2,3,10,542,26,CR-40
ORD-65924,2024-04-06,Delhi,DS-02,Household,Afternoon,Express,2,4,10,620,16,CR-35
ORD-65925,2024-04-26,Delhi,DS-06,Snacks,Night,Standard,4,5,0,370,31,CR-89
ORD-65926,2024-04-16,Bengaluru,DS-01,Personal Care,Afternoon,Express,6,3,10,196,20,CR-48
ORD-65927,2024-01-27,Bengaluru,DS-05,Household,Afternoon,Standard,1,5,20,558,21,CR-32
ORD-65928,2024-11-23,Bengaluru,DS-01,Snacks,Morning,Express,6,5,10,140,19,CR-105
ORD-65929,2024-11-11,Bengaluru,DS-03,Dairy,Morning,Standard,6,5,0,277,26,CR-70
ORD-65930,2024-09-10,Chennai,DS-02,Snacks,Afternoon,Standard,2,5,10,526,26,CR-182
ORD-65931,2024-08-24,Delhi,DS-08,Grocery,Night,Express,5,3,0,420,34,CR-203
ORD-65932,2024-02-20,Delhi,DS-02,Beverages,Evening,Express,2,3,0,387,14,CR-160
ORD-65933,2024-10-25,Delhi,DS-07,Personal Care,Afternoon,Express,6,5,30,356,24,CR-98
ORD-65934,2024-07-09,Bengaluru,DS-05,Grocery,Afternoon,Express,4,4,0,367,24,CR-184
ORD-65935,2024-01-04,Hyderabad,DS-01,Grocery,Night,Standard,1,5,20,521,29,CR-196
ORD-65936,2024-08-05,Mumbai,DS-03,Frozen,Night,Express,5,5,30,372,22,CR-79
ORD-65937,2024-08-20,Chennai,DS-04,Grocery,Night,Standard,4,4,30,289,29,CR-32
ORD-65938,2024-02-13,Hyderabad,DS-01,Snacks,Night,Express,1,3,20,421,14,CR-148
ORD-65939,2024-01-17,Bengaluru,DS-01,Personal Care,Night,Standard,2,4,30,471,27,CR-210
ORD-65940,2024-10-22,Hyderabad,DS-05,Snacks,Afternoon,Standard,3,4,30,595,21,CR-107
ORD-65941,2024-06-16,Mumbai,DS-06,Snacks,Evening,Express,6,3,10,308,23,CR-202
ORD-65942,2024-11-21,Mumbai,DS-01,Snacks,Afternoon,Standard,2,3,10,348,22,CR-107
ORD-65943,2024-11-07,Pune,DS-02,Frozen,Night,Express,2,4,10,333,15,CR-115
ORD-65944,2024-11-19,Mumbai,DS-07,Frozen,Afternoon,Express,3,4,20,338,27,CR-75
ORD-65945,2024-05-20,Bengaluru,DS-06,Personal Care,Night,Standard,2,3,30,372,29,CR-202
ORD-65946,2024-08-02,Hyderabad,DS-04,Household,Night,Express,5,5,0,478,21,CR-14
ORD-65947,2024-04-10,Chennai,DS-08,Household,Afternoon,Standard,2,5,20,316,23,CR-88
ORD-65948,2024-12-06,Pune,DS-07,Beverages,Morning,Standard,4,4,0,574,33,CR-205
ORD-65949,2024-03-08,Mumbai,DS-05,Dairy,Evening,Express,2,5,10,480,12,CR-205
ORD-65950,2024-09-12,Chennai,DS-04,Snacks,Evening,Standard,1,4,0,163,24,CR-125
ORD-65951,2024-02-25,Bengaluru,DS-01,Snacks,Morning,Express,1,4,10,491,12,CR-177
ORD-65952,2024-10-02,Hyderabad,DS-08,Personal Care,Night,Express,4,5,30,313,26,CR-99
ORD-65953,2024-04-26,Mumbai,DS-03,Beverages,Night,Standard,3,1,10,296,35,CR-125
ORD-65954,2024-11-08,Delhi,DS-02,Personal Care,Evening,Standard,1,4,30,344,26,CR-212
ORD-65955,2024-03-23,Hyderabad,DS-07,Frozen,Morning,Standard,1,5,0,294,31,CR-3
ORD-65956,2024-06-05,Mumbai,DS-08,Frozen,Night,Standard,4,3,20,332,34,CR-1
ORD-65957,2024-03-11,Mumbai,DS-04,Frozen,Afternoon,Standard,6,5,10,493,23,CR-36
ORD-65958,2024-08-11,Bengaluru,DS-04,Dairy,Afternoon,Express,6,5,0,306,12,CR-109
ORD-65959,2024-10-14,Mumbai,DS-08,Household,Night,Standard,5,5,30,571,26,CR-100
ORD-65960,2024-09-04,Pune,DS-02,Snacks,Afternoon,Express,6,4,0,445,13,CR-51
ORD-65961,2024-09-12,Bengaluru,DS-01,Snacks,Afternoon,Standard,6,3,30,299,17,CR-19
ORD-65962,2024-06-16,Pune,DS-02,Household,Morning,Standard,5,4,30,505,20,CR-22
ORD-65963,2024-12-05,Delhi,DS-01,Grocery,Afternoon,Standard,2,3,30,228,27,CR-15
ORD-65964,2024-09-27,Mumbai,DS-08,Personal Care,Morning,Express,4,3,30,331,11,CR-182
ORD-65965,2024-01-22,Hyderabad,DS-04,Grocery,Afternoon,Express,5,5,30,343,21,CR-197
ORD-65966,2024-10-11,Delhi,DS-05,Personal Care,Evening,Express,6,5,20,398,15,CR-29
ORD-65967,2024-08-26,Hyderabad,DS-05,Household,Morning,Express,5,3,0,521,18,CR-12
ORD-65968,2024-06-27,Delhi,DS-02,Personal Care,Morning,Standard,1,4,0,352,18,CR-141
ORD-65969,2024-09-25,Bengaluru,DS-07,Snacks,Morning,Standard,4,1,10,536,39,CR-175
ORD-65970,2024-09-10,Pune,DS-06,Snacks,Afternoon,Standard,1,5,30,147,16,CR-83
ORD-65971,2024-05-22,Bengaluru,DS-07,Beverages,Afternoon,Express,1,3,20,449,21,CR-33
ORD-65972,2024-07-04,Hyderabad,DS-07,Frozen,Morning,Standard,3,3,20,565,34,CR-172
ORD-65973,2024-08-02,Pune,DS-01,Beverages,Night,Express,1,4,20,544,23,CR-61
ORD-65974,2024-09-18,Mumbai,DS-02,Dairy,Morning,Express,6,4,30,555,16,CR-40
ORD-65975,2024-05-01,Bengaluru,DS-04,Snacks,Afternoon,Standard,5,4,0,459,19,CR-51
ORD-65976,2024-08-20,Pune,DS-05,Household,Morning,Express,2,4,20,489,18,CR-155
ORD-65977,2024-02-08,Pune,DS-02,Household,Morning,Standard,3,4,30,467,31,CR-111
ORD-65978,2024-09-15,Delhi,DS-08,Personal Care,Night,Express,6,5,20,403,19,CR-75
ORD-65979,2024-06-11,Mumbai,DS-02,Grocery,Afternoon,Standard,6,3,20,441,15,CR-125
ORD-65980,2024-01-16,Chennai,DS-08,Household,Evening,Express,1,5,20,358,15,CR-131
ORD-65981,2024-06-26,Hyderabad,DS-05,Grocery,Night,Express,4,3,20,633,20,CR-56
ORD-65982,2024-07-04,Pune,DS-05,Household,Morning,Express,5,5,20,421,9,CR-81
ORD-65983,2024-12-24,Delhi,DS-03,Grocery,Night,Express,3,4,20,438,21,CR-39
ORD-65984,2024-03-16,Bengaluru,DS-01,Frozen,Night,Standard,5,4,0,387,24,CR-70
ORD-65985,2024-09-01,Mumbai,DS-08,Grocery,Night,Standard,1,3,20,649,30,CR-135
ORD-65986,2024-09-07,Pune,DS-02,Household,Morning,Standard,4,5,0,395,26,CR-66
ORD-65987,2024-11-10,Pune,DS-08,Frozen,Morning,Express,5,5,20,167,11,CR-138
ORD-65988,2024-12-25,Pune,DS-04,Beverages,Morning,Express,1,4,20,364,16,CR-4
ORD-65989,2024-08-13,Mumbai,DS-02,Dairy,Morning,Express,3,4,10,438,15,CR-0
ORD-65990,2024-10-27,Chennai,DS-04,Snacks,Evening,Express,4,4,10,531,20,CR-5
ORD-65991,2024-04-14,Delhi,DS-01,Grocery,Night,Express,6,4,30,241,25,CR-56
ORD-65992,2024-11-03,Chennai,DS-04,Frozen,Night,Standard,6,5,30,410,25,CR-72
ORD-65993,2024-05-25,Bengaluru,DS-01,Snacks,Afternoon,Standard,4,3,10,392,22,CR-167
ORD-65994,2024-02-06,Mumbai,DS-06,Dairy,Afternoon,Express,2,5,20,405,12,CR-4
ORD-65995,2024-11-10,Hyderabad,DS-05,Dairy,Evening,Standard,5,3,0,430,24,CR-93
ORD-65996,2024-03-14,Pune,DS-07,Grocery,Afternoon,Standard,6,5,30,687,30,CR-146
ORD-65997,2024-09-11,Pune,DS-01,Personal Care,Night,Express,6,5,0,644,19,CR-217
ORD-65998,2024-12-23,Hyderabad,DS-01,Grocery,Night,Express,5,3,10,600,21,CR-130
ORD-65999,2024-08-11,Mumbai,DS-02,Beverages,Night,Express,6,2,0,382,36,CR-93
ORD-66000,2024-11-25,Delhi,DS-05,Frozen,Evening,Standard,6,3,20,553,7,CR-145
ORD-66001,2024-06-01,Pune,DS-04,Snacks,Evening,Standard,5,3,0,423,20,CR-87
ORD-66002,2024-08-10,Chennai,DS-04,Dairy,Morning,Standard,2,4,0,331,21,CR-7
ORD-66003,2024-06-19,Chennai,DS-02,Personal Care,Evening,Standard,5,3,30,176,27,CR-120
ORD-66004,2024-02-26,Chennai,DS-08,Snacks,Afternoon,Standard,5,3,30,280,31,CR-176
ORD-66005,2024-10-22,Pune,DS-01,Frozen,Afternoon,Standard,2,5,30,329,20,CR-173
ORD-66006,2024-06-01,Chennai,DS-03,Snacks,Evening,Standard,5,3,20,524,18,CR-32
ORD-66007,2024-03-28,Mumbai,DS-03,Beverages,Morning,Standard,2,4,20,246,21,CR-32
ORD-66008,2024-05-18,Delhi,DS-03,Grocery,Night,Express,1,5,10,698,27,CR-58
ORD-66009,2024-08-01,Chennai,DS-02,Dairy,Night,Express,4,5,10,744,19,CR-53
ORD-66010,2024-09-24,Chennai,DS-02,Grocery,Afternoon,Express,2,4,30,306,16,CR-32
ORD-66011,2024-02-26,Mumbai,DS-06,Household,Morning,Express,5,3,0,397,16,CR-40
ORD-66012,2024-09-01,Mumbai,DS-02,Personal Care,Morning,Express,4,5,10,395,15,CR-192
ORD-66013,2024-10-28,Mumbai,DS-05,Personal Care,Evening,Express,5,4,30,341,20,CR-67
ORD-66014,2024-10-04,Chennai,DS-04,Grocery,Evening,Standard,3,4,30,300,24,CR-100
ORD-66015,2024-09-22,Pune,DS-08,Household,Afternoon,Standard,4,5,10,418,23,CR-88
ORD-66016,2024-12-15,Mumbai,DS-02,Dairy,Evening,Standard,5,3,30,230,20,CR-49
ORD-66017,2024-08-06,Pune,DS-02,Household,Morning,Express,5,5,10,405,11,CR-127
ORD-66018,2024-02-10,Hyderabad,DS-05,Grocery,Night,Standard,6,4,30,238,34,CR-185
ORD-66019,2024-10-09,Chennai,DS-07,Dairy,Night,Standard,6,1,0,364,37,CR-67
ORD-66020,2024-06-07,Delhi,DS-08,Household,Evening,Standard,2,3,10,549,29,CR-41
ORD-66021,2024-01-23,Delhi,DS-01,Snacks,Evening,Standard,4,4,10,401,19,CR-109
ORD-66022,2024-08-13,Delhi,DS-08,Grocery,Night,Express,4,5,20,466,21,CR-207
ORD-66023,2024-03-18,Pune,DS-08,Grocery,Afternoon,Standard,6,4,0,436,23,CR-218
ORD-66024,2024-11-16,Mumbai,DS-05,Snacks,Afternoon,Express,4,5,20,596,14,CR-44
ORD-66025,2024-10-22,Hyderabad,DS-02,Snacks,Morning,Express,1,5,30,597,12,CR-184
ORD-66026,2024-05-06,Chennai,DS-04,Frozen,Night,Express,3,4,0,242,23,CR-97
ORD-66027,2024-11-13,Mumbai,DS-08,Personal Care,Afternoon,Standard,2,4,20,233,8,CR-154
ORD-66028,2024-02-21,Delhi,DS-04,Grocery,Evening,Express,2,4,20,512,20,CR-54
ORD-66029,2024-07-12,Pune,DS-08,Dairy,Night,Express,4,3,0,435,25,CR-0
ORD-66030,2024-07-03,Chennai,DS-01,Snacks,Afternoon,Standard,3,5,30,466,29,CR-219
ORD-66031,2024-05-23,Mumbai,DS-06,Snacks,Afternoon,Standard,3,3,20,497,24,CR-179
ORD-66032,2024-06-23,Hyderabad,DS-05,Personal Care,Afternoon,Standard,6,3,10,406,13,CR-63
ORD-66033,2024-01-05,Chennai,DS-05,Snacks,Morning,Express,4,5,30,552,19,CR-98
ORD-66034,2024-10-15,Delhi,DS-04,Beverages,Afternoon,Express,2,3,30,589,8,CR-47
ORD-66035,2024-07-03,Chennai,DS-01,Personal Care,Evening,Express,2,5,0,423,16,CR-141
ORD-66036,2024-11-04,Hyderabad,DS-01,Frozen,Evening,Express,4,5,0,352,17,CR-20
ORD-66037,2024-04-26,Delhi,DS-08,Grocery,Evening,Standard,1,3,0,267,16,CR-110
ORD-66038,2024-09-05,Mumbai,DS-06,Personal Care,Afternoon,Express,3,3,10,297,25,CR-73
ORD-66039,2024-05-26,Hyderabad,DS-03,Household,Night,Standard,4,3,10,430,28,CR-64
ORD-66040,2024-07-11,Hyderabad,DS-05,Household,Night,Express,2,4,30,388,22,CR-42
ORD-66041,2024-09-21,Chennai,DS-03,Dairy,Morning,Express,4,5,20,499,7,CR-69
ORD-66042,2024-01-19,Hyderabad,DS-02,Personal Care,Afternoon,Express,5,3,20,524,18,CR-44
ORD-66043,2024-07-07,Mumbai,DS-01,Snacks,Evening,Standard,4,3,20,399,24,CR-51
ORD-66044,2024-09-11,Bengaluru,DS-04,Grocery,Night,Express,3,3,20,502,13,CR-25
ORD-66045,2024-08-08,Chennai,DS-07,Household,Morning,Express,1,3,30,164,25,CR-21
ORD-66046,2024-12-11,Delhi,DS-04,Snacks,Afternoon,Express,4,5,0,485,15,CR-133
ORD-66047,2024-11-12,Chennai,DS-03,Beverages,Night,Standard,6,4,10,406,26,CR-6
ORD-66048,2024-11-04,Bengaluru,DS-07,Personal Care,Evening,Express,1,5,0,332,28,CR-197
ORD-66049,2024-05-15,Hyderabad,DS-02,Dairy,Morning,Standard,4,3,30,302,22,CR-106
ORD-66050,2024-02-06,Delhi,DS-07,Grocery,Morning,Standard,6,5,10,410,29,CR-73
ORD-66051,2024-09-17,Delhi,DS-06,Beverages,Morning,Express,6,4,10,295,10,CR-108
ORD-66052,2024-05-08,Chennai,DS-01,Snacks,Evening,Express,1,5,0,405,13,CR-16
ORD-66053,2024-05-12,Hyderabad,DS-07,Household,Afternoon,Standard,6,3,20,468,32,CR-211
ORD-66054,2024-04-06,Delhi,DS-02,Household,Afternoon,Express,6,4,10,457,18,CR-173
ORD-66055,2024-04-23,Hyderabad,DS-02,Beverages,Evening,Standard,6,4,30,509,24,CR-101
ORD-66056,2024-07-24,Bengaluru,DS-05,Personal Care,Morning,Express,1,4,30,344,19,CR-145
ORD-66057,2024-02-13,Pune,DS-01,Household,Afternoon,Express,4,4,10,400,14,CR-15
ORD-66058,2024-12-23,Delhi,DS-07,Frozen,Evening,Standard,5,1,20,674,41,CR-52
ORD-66059,2024-08-14,Chennai,DS-02,Grocery,Evening,Standard,3,5,30,366,32,CR-201
ORD-66060,2024-10-11,Pune,DS-03,Dairy,Evening,Express,1,3,20,446,22,CR-48
ORD-66061,2024-08-13,Pune,DS-07,Frozen,Morning,Express,5,5,20,588,29,CR-63
ORD-66062,2024-03-28,Pune,DS-03,Beverages,Afternoon,Express,1,5,0,362,19,CR-201
ORD-66063,2024-04-25,Mumbai,DS-08,Grocery,Evening,Standard,6,5,30,388,24,CR-211
ORD-66064,2024-04-14,Delhi,DS-02,Grocery,Night,Standard,2,3,20,380,29,CR-87
ORD-66065,2024-04-05,Delhi,DS-07,Personal Care,Morning,Express,2,4,0,337,15,CR-123
ORD-66066,2024-05-06,Hyderabad,DS-06,Snacks,Afternoon,Express,4,4,20,313,19,CR-99
ORD-66067,2024-02-15,Pune,DS-08,Dairy,Evening,Standard,6,4,30,486,26,CR-202
ORD-66068,2024-01-21,Delhi,DS-02,Personal Care,Evening,Express,6,4,10,515,16,CR-159
ORD-66069,2024-12-27,Hyderabad,DS-08,Personal Care,Morning,Express,4,5,10,530,21,CR-181
ORD-66070,2024-02-10,Bengaluru,DS-08,Beverages,Afternoon,Standard,2,5,30,554,16,CR-189
ORD-66071,2024-08-02,Bengaluru,DS-04,Dairy,Night,Standard,5,5,0,472,29,CR-99
ORD-66072,2024-10-19,Bengaluru,DS-07,Household,Evening,Standard,6,2,30,484,35,CR-81
ORD-66073,2024-05-08,Chennai,DS-03,Beverages,Evening,Standard,2,4,10,502,32,CR-73
ORD-66074,2024-09-24,Mumbai,DS-06,Beverages,Evening,Standard,1,4,20,349,24,CR-184
ORD-66075,2024-01-09,Delhi,DS-07,Household,Afternoon,Standard,5,4,0,508,34,CR-124
ORD-66076,2024-08-11,Delhi,DS-02,Snacks,Morning,Express,2,5,30,533,17,CR-12
ORD-66077,2024-09-06,Bengaluru,DS-02,Dairy,Afternoon,Standard,2,5,0,492,22,CR-86
ORD-66078,2024-09-09,Bengaluru,DS-01,Beverages,Afternoon,Express,6,3,30,349,14,CR-156
ORD-66079,2024-06-02,Hyderabad,DS-06,Household,Morning,Standard,3,4,0,401,19,CR-81
ORD-66080,2024-06-06,Pune,DS-05,Personal Care,Afternoon,Express,3,5,10,446,10,CR-27
ORD-66081,2024-06-05,Pune,DS-02,Household,Night,Standard,6,3,30,485,29,CR-159
ORD-66082,2024-04-25,Mumbai,DS-04,Beverages,Night,Standard,6,3,0,274,36,CR-165
ORD-66083,2024-04-20,Hyderabad,DS-08,Beverages,Evening,Standard,4,3,20,421,25,CR-158
ORD-66084,2024-05-23,Chennai,DS-07,Dairy,Evening,Standard,5,2,0,214,42,CR-65
ORD-66085,2024-11-25,Hyderabad,DS-05,Grocery,Night,Standard,2,4,20,496,23,CR-15
ORD-66086,2024-06-14,Mumbai,DS-06,Snacks,Evening,Express,2,3,30,370,17,CR-161
ORD-66087,2024-11-06,Pune,DS-04,Frozen,Afternoon,Standard,1,3,20,434,17,CR-164
ORD-66088,2024-11-09,Hyderabad,DS-04,Beverages,Morning,Standard,4,4,20,602,30,CR-116
ORD-66089,2024-11-22,Delhi,DS-01,Snacks,Afternoon,Express,5,5,20,629,12,CR-65
ORD-66090,2024-12-01,Bengaluru,DS-01,Personal Care,Evening,Express,5,3,0,510,30,CR-169
ORD-66091,2024-07-21,Bengaluru,DS-03,Snacks,Afternoon,Express,6,4,20,450,17,CR-200
ORD-66092,2024-08-09,Hyderabad,DS-08,Beverages,Evening,Standard,6,5,30,406,18,CR-178
ORD-66093,2024-05-22,Delhi,DS-07,Grocery,Morning,Standard,4,4,20,383,34,CR-170
ORD-66094,2024-12-04,Delhi,DS-07,Dairy,Afternoon,Express,1,3,10,369,22,CR-29
ORD-66095,2024-01-03,Bengaluru,DS-06,Beverages,Morning,Express,5,3,0,434,18,CR-170
ORD-66096,2024-07-23,Pune,DS-04,Personal Care,Morning,Standard,2,5,10,284,24,CR-151
ORD-66097,2024-04-06,Hyderabad,DS-08,Grocery,Afternoon,Standard,5,4,0,351,21,CR-30
ORD-66098,2024-03-16,Chennai,DS-02,Snacks,Night,Standard,2,4,0,605,34,CR-49
ORD-66099,2024-12-07,Bengaluru,DS-03,Snacks,Evening,Standard,6,3,30,431,13,CR-89
ORD-66100,2024-10-02,Chennai,DS-07,Personal Care,Night,Express,6,5,0,192,34,CR-0
ORD-66101,2024-08-03,Bengaluru,DS-02,Personal Care,Night,Express,1,3,0,481,23,CR-115
ORD-66102,2024-05-10,Chennai,DS-06,Personal Care,Night,Express,4,3,20,485,16,CR-117
ORD-66103,2024-01-05,Hyderabad,DS-06,Dairy,Evening,Express,5,3,20,138,20,CR-170
ORD-66104,2024-01-26,Mumbai,DS-01,Personal Care,Morning,Standard,3,4,0,455,23,CR-114
ORD-66105,2024-08-04,Bengaluru,DS-08,Household,Afternoon,Standard,2,4,0,506,23,CR-176
ORD-66106,2024-07-21,Pune,DS-02,Personal Care,Evening,Standard,1,5,30,505,30,CR-123
ORD-66107,2024-03-23,Pune,DS-03,Beverages,Afternoon,Standard,3,4,10,277,9,CR-62
ORD-66108,2024-10-08,Hyderabad,DS-01,Snacks,Morning,Express,3,5,0,523,17,CR-153
ORD-66109,2024-09-11,Hyderabad,DS-08,Grocery,Afternoon,Standard,2,4,10,595,25,CR-144
ORD-66110,2024-10-01,Delhi,DS-06,Dairy,Afternoon,Standard,1,3,0,341,19,CR-25
ORD-66111,2024-12-26,Mumbai,DS-07,Frozen,Morning,Express,4,3,10,419,27,CR-43
ORD-66112,2024-07-17,Hyderabad,DS-07,Frozen,Evening,Standard,4,3,0,437,36,CR-28
ORD-66113,2024-10-04,Delhi,DS-05,Frozen,Evening,Standard,1,4,0,408,11,CR-97
ORD-66114,2024-03-11,Pune,DS-05,Grocery,Morning,Standard,5,3,0,606,24,CR-192
ORD-66115,2024-03-05,Bengaluru,DS-08,Snacks,Evening,Standard,6,3,0,361,27,CR-75
ORD-66116,2024-05-07,Hyderabad,DS-04,Dairy,Afternoon,Express,5,3,30,435,11,CR-194
ORD-66117,2024-02-26,Mumbai,DS-06,Personal Care,Morning,Standard,2,4,20,224,20,CR-94
ORD-66118,2024-12-25,Chennai,DS-06,Snacks,Afternoon,Standard,6,3,20,230,22,CR-140
ORD-66119,2024-08-06,Pune,DS-05,Grocery,Afternoon,Standard,5,3,30,344,18,CR-110
ORD-66120,2024-01-01,Mumbai,DS-03,Beverages,Morning,Express,6,4,10,329,23,CR-72
ORD-66121,2024-04-20,Bengaluru,DS-01,Beverages,Afternoon,Express,6,5,10,320,18,CR-57
ORD-66122,2024-03-05,Delhi,DS-07,Dairy,Afternoon,Standard,2,3,30,486,32,CR-185
ORD-66123,2024-09-16,Pune,DS-04,Dairy,Night,Standard,3,5,20,539,17,CR-199
ORD-66124,2024-02-18,Bengaluru,DS-05,Dairy,Afternoon,Express,3,4,20,233,12,CR-107
ORD-66125,2024-08-22,Bengaluru,DS-02,Dairy,Morning,Standard,2,3,10,520,30,CR-107
ORD-66126,2024-06-07,Mumbai,DS-01,Household,Night,Standard,4,5,0,438,27,CR-123
ORD-66127,2024-01-17,Delhi,DS-07,Personal Care,Night,Standard,6,2,10,781,36,CR-213
ORD-66128,2024-05-25,Mumbai,DS-04,Personal Care,Morning,Express,6,5,30,264,4,CR-143
ORD-66129,2024-04-20,Pune,DS-02,Grocery,Morning,Standard,6,4,10,553,16,CR-186
ORD-66130,2024-04-26,Chennai,DS-01,Snacks,Morning,Express,4,4,10,554,15,CR-141
ORD-66131,2024-06-06,Delhi,DS-01,Frozen,Afternoon,Express,5,3,20,295,11,CR-45
ORD-66132,2024-07-24,Chennai,DS-02,Beverages,Morning,Standard,3,4,0,192,28,CR-48
ORD-66133,2024-09-20,Bengaluru,DS-02,Beverages,Evening,Express,6,4,0,588,15,CR-12
ORD-66134,2024-05-16,Delhi,DS-01,Household,Morning,Standard,2,3,20,580,26,CR-146
ORD-66135,2024-08-05,Delhi,DS-01,Dairy,Afternoon,Express,3,5,0,465,15,CR-35
ORD-66136,2024-07-15,Mumbai,DS-03,Snacks,Afternoon,Standard,6,4,30,347,18,CR-162
ORD-66137,2024-07-10,Mumbai,DS-03,Snacks,Afternoon,Express,3,4,0,397,14,CR-206
ORD-66138,2024-01-08,Bengaluru,DS-05,Household,Night,Express,6,5,0,341,29,CR-12
ORD-66139,2024-07-08,Delhi,DS-01,Personal Care,Evening,Standard,4,3,20,490,23,CR-45
ORD-66140,2024-09-24,Delhi,DS-07,Beverages,Afternoon,Express,3,3,0,439,25,CR-98
ORD-66141,2024-02-07,Mumbai,DS-07,Beverages,Night,Express,2,2,10,523,48,CR-193
ORD-66142,2024-08-09,Hyderabad,DS-01,Household,Evening,Express,2,3,30,664,6,CR-204
ORD-66143,2024-01-25,Delhi,DS-04,Beverages,Evening,Express,6,5,20,458,12,CR-130
ORD-66144,2024-07-25,Bengaluru,DS-06,Personal Care,Morning,Standard,2,5,0,445,21,CR-150
ORD-66145,2024-01-04,Bengaluru,DS-06,Household,Night,Express,2,5,0,317,18,CR-18
ORD-66146,2024-07-23,Pune,DS-05,Frozen,Afternoon,Express,1,5,10,376,19,CR-20
ORD-66147,2024-12-01,Delhi,DS-04,Dairy,Morning,Standard,1,4,0,426,22,CR-133
ORD-66148,2024-04-23,Bengaluru,DS-08,Beverages,Night,Standard,1,5,10,257,23,CR-144
ORD-66149,2024-11-12,Mumbai,DS-02,Dairy,Afternoon,Standard,4,3,20,311,21,CR-111
ORD-66150,2024-04-14,Bengaluru,DS-04,Personal Care,Morning,Standard,3,5,30,377,29,CR-208
ORD-66151,2024-10-27,Pune,DS-03,Household,Morning,Express,6,5,30,456,16,CR-2
ORD-66152,2024-03-04,Hyderabad,DS-08,Dairy,Afternoon,Express,3,4,0,532,18,CR-188
ORD-66153,2024-11-03,Chennai,DS-02,Snacks,Afternoon,Express,1,5,30,456,17,CR-211
ORD-66154,2024-03-02,Chennai,DS-06,Snacks,Afternoon,Standard,2,4,30,529,25,CR-206
ORD-66155,2024-06-13,Pune,DS-07,Frozen,Night,Express,1,2,10,341,38,CR-207
ORD-66156,2024-08-22,Hyderabad,DS-03,Frozen,Evening,Standard,4,5,0,403,27,CR-172
ORD-66157,2024-02-06,Pune,DS-07,Dairy,Afternoon,Standard,2,3,20,514,39,CR-214
ORD-66158,2024-01-16,Delhi,DS-07,Dairy,Afternoon,Express,6,3,0,754,27,CR-168
ORD-66159,2024-07-12,Bengaluru,DS-01,Beverages,Morning,Standard,3,5,0,518,23,CR-30
ORD-66160,2024-07-03,Mumbai,DS-06,Frozen,Morning,Express,1,5,0,429,25,CR-16
ORD-66161,2024-04-25,Delhi,DS-03,Grocery,Afternoon,Standard,4,3,10,313,17,CR-111
ORD-66162,2024-06-25,Chennai,DS-07,Personal Care,Night,Express,4,3,0,533,29,CR-10
ORD-66163,2024-06-21,Pune,DS-06,Frozen,Afternoon,Express,2,5,20,352,9,CR-97
ORD-66164,2024-03-16,Mumbai,DS-01,Household,Night,Express,1,4,10,723,25,CR-175
ORD-66165,2024-01-26,Hyderabad,DS-02,Snacks,Night,Express,6,3,10,430,20,CR-32
ORD-66166,2024-03-27,Bengaluru,DS-05,Frozen,Afternoon,Standard,6,3,10,525,25,CR-140
